М	0.12347354138398914
Е	0.09226594301221167
У	0.0773405698778833
4	0.07191316146540028
>	0.06377204884667571
Д	0.06377204884667571
И	0.06105834464043419
Й	0.048846675712347354
О	0.04206241519674356
Р	0.0407055630936228
t	0.035278154681139755
1	0.029850746268656716
Л	0.025780189959294438
Х	0.025780189959294438
	0.024423337856173677
2	0.024423337856173677
8	0.018995929443690638
r	0.017639077340569877
А	0.013568521031207599
Ч	0.010854816824966078
<	0.010854816824966078
г	0.009497964721845319
Щ	0.009497964721845319
К	0.0067842605156037995
Ф	0.0067842605156037995
Ъ	0.0067842605156037995
П	0.005427408412483039
7	0.005427408412483039
Ш	0.005427408412483039
Ь	0.004070556309362279
 	0.0027137042062415195
I	0.0027137042062415195
-	0.0027137042062415195
h	0.0027137042062415195
5	0.0027137042062415195
Ё	0.0013568521031207597
Ц	0.0013568521031207597
0	0.0013568521031207597
