R:	0.01920768307322929
Д:	0.09123649459783914
3:	0.024009603841536616
г:	0.11644657863145258
О:	0.0936374549819928
J:	0.07803121248499399
N:	0.010804321728691477
Y:	0.04201680672268908
1:	0.027611044417767107
Р:	0.061224489795918366
i:	0.012004801920768308
Q:	0.013205282112845138
у:	0.06482593037214886
Ж:	0.01800720288115246
<:	0.056422569027611044
9:	0.055222088835534214
F:	0.012004801920768308
И:	0.006002400960384154
U:	0.01680672268907563
ю:	0.007202881152460984
Т:	0.008403361344537815
Я:	0.03601440576230492
Й:	0.01680672268907563
Z:	0.01680672268907563
К:	0.021608643457382955
@:	0.027611044417767107
Ё:	0.010804321728691477
%:	0.014405762304921969
7:	0.009603841536614645

:	0.004801920768307323
=:	0.003601440576230492
s:	0.0012004801920768306
G:	0.0024009603841536613
