М	0.1262135922330097
Е	0.0957004160887656
У	0.07905686546463246
4	0.07350901525658807
>	0.06657420249653259
Д	0.0651872399445215
И	0.06241331484049931
Й	0.049930651872399444
О	0.044382801664355064
Р	0.04160887656033287
t	0.04160887656033287
1	0.0319001386962552
r	0.027739251040221916
Х	0.026352288488210817
Л	0.026352288488210817
2	0.024965325936199722
8	0.019417475728155338
А	0.013869625520110958
Ч	0.011095700416088766
<	0.009708737864077669
Щ	0.009708737864077669
 	0.008321775312066574
Ъ	0.006934812760055479
Ф	0.006934812760055479
К	0.006934812760055479
7	0.005547850208044383
Ш	0.005547850208044383
П	0.005547850208044383
5	0.0027739251040221915
Ь	0.0027739251040221915
Ы	0.0013869625520110957
